id	em[keV]	xm[cm]	ym[cm]	zm[cm]	xdm[cm]	ydm[cm]	zdm[cm]
870	6.917301000e+03	7.347100000e-01	-3.982400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
871	1.670900000e+02	7.053768709e+04	-9.247608800e+03	3.310000000e+06	4.405400000e-01	-5.372600000e-01	-7.192200000e-01
872	6.291081000e+03	7.320800000e-01	-1.550800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
873	2.497614000e+03	-4.635900000e-01	7.141100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
874	8.479636000e+03	-4.187200000e-01	-6.145300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
875	1.963452000e+03	-4.249200000e-01	-1.304200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
876	9.084150000e+02	4.622600000e-01	2.945200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
877	2.447909000e+03	1.587800000e-01	5.656200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
878	8.085742000e+03	-4.959600000e-01	6.910000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
879	5.333858000e+03	-6.356000000e-02	8.507500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
880	6.981765000e+03	-1.809735273e+05	8.679784984e+04	3.310000000e+06	-1.422400000e-01	6.822000000e-02	-9.874800000e-01
881	4.968969000e+03	-8.597000000e-01	4.250000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
882	2.051935000e+03	-2.853500000e-01	7.472400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
883	1.560165000e+03	-1.696300000e-01	-6.437000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
884	6.332934000e+03	-8.121400000e-01	-3.139600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
885	5.854152000e+03	2.479800000e-01	-7.016100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
886	7.248027000e+03	-8.787500000e-01	-4.891000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
887	6.616020000e+02	-1.037699503e+06	-6.360978930e+06	3.310000000e+06	-1.519700000e-01	-9.315700000e-01	-3.302600000e-01
888	1.044890000e+02	1.775741640e+06	-4.088330998e+04	3.310000000e+06	6.804400000e-01	7.267000000e-02	-7.291900000e-01
889	1.281690000e+02	-4.985900000e-01	-3.640300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
890	8.852601000e+03	-5.769700000e-01	3.800500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
891	4.104534000e+03	4.478800000e-01	8.635700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
892	4.638263000e+03	1.721700000e-01	-5.947700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
893	6.498591000e+03	2.789200000e-01	-7.486900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
894	8.984057000e+03	7.793400000e-01	-2.546500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
896	5.791676000e+03	7.864000000e-01	3.406100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
897	7.499645000e+03	2.698100000e-01	-3.421000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
898	9.597592000e+03	-7.831800000e-01	-3.158500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
899	9.696250000e+03	3.240100000e-01	7.682100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
900	3.408267000e+03	2.980100000e-01	-2.580600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
901	5.252458000e+03	-6.837199544e+04	2.720865418e+04	3.310000000e+06	-2.118100000e-01	8.429000000e-02	-9.736700000e-01
902	2.982532000e+03	-2.841900000e-01	-7.729000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
905	2.591270000e+03	3.001696992e+04	1.936583972e+04	3.310000000e+06	1.786700000e-01	1.152800000e-01	-9.771300000e-01
906	7.987307000e+03	-7.742200000e-01	5.497300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
907	9.991097000e+03	-1.479400000e-01	3.900200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
909	1.009867000e+03	-4.142400000e-01	9.094100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
910	4.424252000e+03	1.486300000e-01	7.906400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
911	6.084643000e+03	-1.988900000e-01	-8.274700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
912	5.363371000e+03	2.581800000e-01	4.340000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
913	6.458457000e+03	-4.753800000e-01	7.359900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
914	8.621623000e+03	-5.807500000e-01	-2.977500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
915	8.773803000e+03	-3.997600000e-01	4.941000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
916	3.749364000e+03	-7.084500000e-01	-6.910800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
917	7.879801000e+03	3.238700000e-01	3.709100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
918	3.262877000e+03	-2.232961695e+05	-2.343539740e+04	3.310000000e+06	-4.139800000e-01	-4.345000000e-02	-9.092500000e-01
919	1.691151000e+03	-8.189800000e-01	4.053000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
920	3.921600000e+03	6.729500000e-01	-2.608700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
921	2.465204000e+03	-6.560300000e-01	-4.008900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
923	2.858398000e+03	-9.429700000e-01	5.962000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
924	3.458930000e+03	3.651800000e-01	-2.041500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
925	4.073467000e+03	-8.736000000e-02	5.260600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
926	4.971152000e+03	-5.330000000e-02	4.030000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
927	2.402145000e+03	-2.157200000e-01	5.665700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
929	3.005740000e+02	3.062604151e+04	-1.843800132e+05	3.310000000e+06	3.227000000e-02	-2.591900000e-01	-9.652900000e-01
930	2.296504000e+03	1.622700000e-01	-7.613400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
931	4.393151000e+03	4.548300000e-01	-3.557700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
932	6.316088000e+03	8.733300000e-01	-5.984000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
933	7.634262000e+03	-1.419000000e-02	3.769100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
934	1.625947000e+03	1.335628363e+05	1.190555172e+05	3.310000000e+06	3.413300000e-01	3.042500000e-01	-8.893400000e-01
935	9.218894000e+03	-8.016600000e-01	4.685000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
936	1.670198000e+03	-1.947100000e-01	1.672900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
938	8.954306000e+03	-2.018300000e-01	7.700800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
939	2.488150000e+02	1.708859073e+06	3.131239659e+06	3.310000000e+06	3.462400000e-01	6.813900000e-01	-6.448400000e-01
940	2.182875000e+03	3.498660142e+05	-6.281681040e+04	3.310000000e+06	5.766600000e-01	2.455200000e-01	-7.792200000e-01
941	1.985116000e+03	1.795398747e+05	-1.753844116e+04	3.310000000e+06	5.117700000e-01	-4.999000000e-02	-8.576600000e-01
942	1.104809000e+03	-4.169756065e+05	-5.704586763e+05	3.310000000e+06	-4.730000000e-01	-6.471000000e-01	-5.979400000e-01
943	3.679500000e+02	-3.256100000e-01	-7.384500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
944	2.857362000e+03	3.665800000e-01	7.329900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
945	7.531220000e+03	-5.082000000e-02	-8.957300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
947	8.307710000e+03	4.724300000e-01	-6.262600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
948	1.824685000e+03	-1.930500000e-01	-8.341000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
949	9.407495000e+03	3.129300000e-01	-7.481300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
950	2.805362000e+03	-1.593300000e-01	7.426000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
951	2.432595000e+03	2.025300000e-01	-8.712000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
952	1.341650000e+02	4.289033606e+05	7.097573920e+05	3.310000000e+06	2.897500000e-01	3.106600000e-01	-9.052800000e-01
953	1.928681000e+03	-2.956800000e-01	7.028100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
954	6.355457000e+03	-4.401500000e-01	-4.491000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
955	5.313556000e+03	3.836700000e-01	7.997300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
956	9.055523000e+03	1.980000000e-01	5.878900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
957	6.291352000e+03	-8.575300000e-01	-1.827400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
958	8.366078000e+03	-2.276200000e-01	1.897600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
959	4.277504000e+03	5.679579987e+04	-4.165959032e+04	3.310000000e+06	2.890600000e-01	-2.120300000e-01	-9.335300000e-01
960	1.016766000e+03	4.063800000e-01	8.256700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
961	4.940325000e+03	6.818500000e-01	5.194600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
962	9.683823000e+03	8.054000000e-02	5.927700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
963	5.374151000e+03	-4.863500000e-01	-8.478400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
964	8.006410000e+02	6.714704782e+04	-2.058284610e+06	3.310000000e+06	2.383000000e-02	-7.304000000e-01	-6.826100000e-01
965	8.257235000e+03	6.457800000e-01	1.941000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
966	5.272376000e+03	-8.989700000e-01	-1.032800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
967	5.019247000e+03	6.726000000e-01	-2.573400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
968	5.158429000e+03	-3.248200000e-01	5.804300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
969	8.841655000e+03	1.555000000e-02	6.176700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
970	2.770391000e+03	4.062400000e-01	-8.734300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
971	6.528179000e+03	2.345700000e-01	3.210700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
972	1.342029000e+03	-7.557863628e+05	-1.304694758e+06	3.310000000e+06	-2.253800000e-01	-3.890700000e-01	-8.932100000e-01
973	1.834886000e+03	6.855000000e-01	4.580000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
974	4.715934000e+03	2.577500000e-01	-3.187000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
975	6.395910000e+03	6.664000000e-02	-9.754600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
976	7.298826000e+03	-4.755000000e-02	-6.023100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
977	3.969961000e+03	-1.774500000e-01	-9.208400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
978	7.436840000e+02	1.291923692e+05	6.360919745e+04	3.310000000e+06	6.922100000e-01	3.408200000e-01	-6.361500000e-01
979	2.471128000e+03	-4.856100000e-01	-4.622100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
980	7.971401000e+03	5.913000000e-01	1.564800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
981	2.066505000e+03	5.654000000e-02	-3.516500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
983	3.937862000e+03	-3.893800000e-01	2.388000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
984	5.660094000e+03	-4.768100000e-01	-7.070900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
985	8.159050000e+03	8.320000000e-03	-9.599400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
986	1.916571000e+03	-5.417345388e+04	-5.399656590e+03	3.310000000e+06	-5.463700000e-01	-5.446000000e-02	-8.357700000e-01
987	8.145573000e+03	6.529000000e-02	-7.669300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
988	8.788308000e+03	-1.555000000e-01	-4.389700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
990	9.235241000e+03	-6.582000000e-01	2.485300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
991	5.109990000e+02	-1.216745251e+05	4.747396192e+05	3.310000000e+06	-2.997700000e-01	9.248300000e-01	-2.341500000e-01
992	4.525332000e+03	7.079100000e-01	-5.835700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
994	2.370284000e+03	5.629100000e-01	2.527000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
995	5.014806000e+03	2.460100000e-01	6.355300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
996	7.486425000e+03	-4.307200000e-01	8.654700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
997	8.348100000e+01	-1.927678995e+05	5.323221872e+05	3.310000000e+06	-2.939100000e-01	8.197700000e-01	-4.915200000e-01
998	2.733340000e+03	3.255200000e-01	-4.171000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
999	1.846040000e+03	1.134800000e-01	9.459300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1000	5.941297000e+03	7.210000000e-02	-7.462500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1001	3.495150000e+03	4.216800000e-01	-5.200100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1002	2.189130000e+02	-3.331492276e+06	-7.076831977e+06	3.310000000e+06	1.066000000e-01	-4.265000000e-01	-8.981800000e-01
1003	1.492417000e+03	4.020700000e-01	4.584700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1004	4.882962000e+03	6.201100000e-01	-6.087000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1005	4.885390000e+02	-3.054095944e+05	2.853992854e+06	3.310000000e+06	1.788000000e-02	9.440000000e-01	-3.294600000e-01
1006	1.053031000e+03	1.618114364e+04	-3.663041064e+04	3.310000000e+06	-9.169000000e-02	-1.071200000e-01	-9.900100000e-01
1008	4.944310000e+02	2.624621827e+06	1.205987261e+06	3.310000000e+06	8.799900000e-01	4.043500000e-01	-2.492300000e-01
1009	1.193374000e+03	-1.040608883e+05	-2.515453961e+05	3.310000000e+06	-1.439300000e-01	-3.479100000e-01	-9.264100000e-01
1010	3.705565000e+03	-3.240200000e-01	-7.222400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1011	4.714667000e+03	7.916600000e-01	-5.982300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1012	2.716917000e+03	2.129900000e-01	8.384000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1014	1.278050000e+02	-1.516145983e+05	1.250336933e+06	3.310000000e+06	-9.379500000e-01	-2.631800000e-01	-2.258300000e-01
1015	3.123174000e+03	-4.089000000e-01	-7.655400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1016	1.937000000e+03	-1.328259683e+04	2.146698401e+04	3.310000000e+06	-5.789100000e-01	2.451300000e-01	-7.776700000e-01
1017	1.855660000e+02	-5.252175083e+05	-2.635075699e+05	3.310000000e+06	-8.630700000e-01	-2.500400000e-01	-4.388500000e-01
1018	6.983653000e+03	3.801700000e-01	2.537700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1019	8.470776000e+03	-4.426200000e-01	5.714000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1020	4.532117000e+03	1.512000000e-01	8.679000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1021	9.127378000e+03	-6.133500000e-01	1.726100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1022	3.398103000e+03	-7.904600000e-01	-2.164600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1023	1.329870000e+02	-4.859595645e+05	5.400999841e+05	3.310000000e+06	-6.691700000e-01	5.439900000e-01	-5.062400000e-01
1024	9.973830000e+03	5.758000000e-01	2.606100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1025	5.218203000e+03	3.302800000e-01	-9.013700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1026	7.563645000e+03	3.798000000e-02	4.058000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1027	4.298462000e+03	7.133000000e-01	2.060000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1028	6.109313000e+03	7.018100000e-01	2.021700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1031	5.432186000e+03	7.705400000e-01	1.242000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1032	6.698654000e+03	-2.575000000e-01	6.917900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1033	1.194247000e+03	3.871138014e+04	-3.710113958e+05	3.310000000e+06	7.151000000e-02	-6.853100000e-01	-7.247300000e-01
1034	8.077964000e+03	4.387100000e-01	1.400100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1036	4.243355000e+03	2.833500000e-01	4.871400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1037	5.809210000e+03	-9.307400000e-01	-7.133000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1038	5.144080000e+02	4.234391745e+05	-7.083576112e+05	3.310000000e+06	1.837100000e-01	-3.073200000e-01	-9.337100000e-01
1039	4.326375000e+03	-3.570200000e-01	4.798800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1040	2.782171000e+03	-8.203700000e-01	-4.080900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1041	3.751335000e+03	-5.360000000e-01	-6.353900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1042	1.716488000e+03	-1.721900000e-01	4.904800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1044	9.660019000e+03	8.813600000e-01	4.012500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1045	6.742768000e+03	3.604800000e-01	7.673300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1046	5.273483000e+03	2.979200000e-01	4.776600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1047	4.604760000e+02	1.887146294e+06	-1.142479068e+06	3.310000000e+06	4.411100000e-01	-8.426600000e-01	-3.087800000e-01
1048	7.559229000e+03	9.088700000e-01	-2.248700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1049	3.847754000e+03	-5.637400000e-01	6.073000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1050	7.072359000e+03	3.109000000e-01	2.968100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1052	2.717293000e+03	-1.560800000e-01	1.608900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1053	4.419190000e+02	-1.874705106e+06	-4.519872629e+06	3.310000000e+06	-1.979500000e-01	-5.176100000e-01	-8.324000000e-01
1054	9.009063000e+03	2.867700000e-01	-7.726700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1055	1.388451000e+03	7.541000000e-02	8.990400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1056	9.403895000e+03	-3.619400000e-01	5.021500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1057	7.459053000e+03	-6.577600000e-01	-6.695700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1058	1.144960000e+02	-1.285584535e+06	-9.919817225e+05	3.310000000e+06	7.924400000e-01	5.822000000e-02	-6.071600000e-01
1059	7.595489000e+03	1.031000000e-01	7.096000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1060	6.712556000e+03	5.115700000e-01	-1.618100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1061	3.913589000e+03	-3.748700000e-01	-4.391600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1062	6.911933000e+03	3.040000000e-01	9.449500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1063	2.680235000e+03	2.112800000e-01	2.108300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1065	3.379062000e+03	-4.166000000e-01	-2.689200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1066	9.398134000e+03	2.463000000e-01	3.122500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1067	7.510550000e+02	-3.641100000e-01	-7.103400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1069	5.746143000e+03	9.031000000e-02	3.136800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1070	8.958768000e+03	-4.928200000e-01	-4.274800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1071	3.825691000e+03	-1.580500000e-01	-1.255300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1072	3.368414000e+03	6.887100000e-01	6.314100000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1073	9.028754000e+03	7.317800000e-01	3.382600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1074	2.288353000e+03	7.459000000e-01	-6.390600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1075	7.755876000e+03	1.464800000e-01	-9.126900000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1076	8.349195000e+03	8.268600000e-01	-6.147000000e-02	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1077	7.736526000e+03	2.704600000e-01	-3.330700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1078	2.646807000e+03	-3.339700000e-01	9.104200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1079	4.114570000e+02	3.870610885e+06	-8.593348686e+05	3.310000000e+06	5.660000000e-03	3.518200000e-01	-9.360500000e-01
1080	9.685575000e+03	-8.035600000e-01	1.066500000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1081	6.978540000e+02	3.687800000e-01	-9.116400000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1082	1.505771000e+03	-3.975000000e-02	2.971300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1083	2.845699000e+03	3.762104119e+04	-6.039243677e+04	3.310000000e+06	1.487600000e-01	-2.388100000e-01	-9.596000000e-01
1084	6.870750000e+03	-7.441800000e-01	-5.791200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1086	3.666366000e+03	1.924700000e-01	-2.513000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1087	1.522552000e+03	2.227628329e+05	3.491128249e+05	3.310000000e+06	3.363100000e-01	5.270700000e-01	-7.804500000e-01
1088	8.658600000e+03	-6.889400000e-01	4.585600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1089	5.143551000e+03	4.994000000e-01	4.046600000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1090	2.555552000e+03	-2.124531383e+05	-1.303365773e+05	3.310000000e+06	-4.279200000e-01	-2.625200000e-01	-8.648500000e-01
1091	3.622259000e+03	-3.629900000e-01	-6.558800000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1092	8.220619000e+03	3.245600000e-01	8.789200000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1093	1.690493000e+03	-2.275736953e+05	8.117560466e+04	3.310000000e+06	-5.432500000e-01	1.937700000e-01	-8.169100000e-01
1094	9.484621000e+03	-1.841500000e-01	3.582700000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1095	6.062750000e+02	4.818000000e-01	-3.919000000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
1096	9.731584000e+03	-3.600000000e-04	-8.330300000e-01	3.310000000e+06	0.000000000e+00	0.000000000e+00	-1.000000000e+00
