altitude[km]	mass_density[kg/m3]	N2[m-3]	O2[m-3]	O[m-3]	He[m-3]	H[m-3]	Ar[m-3]	N[m-3]	anomalous_oxygen[m-3]	NO[m-3]	Temperature[k]
0.000000e+00	1.176653e+00	1.911429e+25	5.125639e+24	0.000000e+00	1.272904e+20	0.000000e+00	2.284374e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.966827e+02
1.000000e-01	1.164742e+00	1.892081e+25	5.073756e+24	0.000000e+00	1.260020e+20	0.000000e+00	2.261251e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.962918e+02
2.000000e-01	1.152961e+00	1.872944e+25	5.022437e+24	0.000000e+00	1.247275e+20	0.000000e+00	2.238379e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.958947e+02
3.000000e-01	1.141304e+00	1.854006e+25	4.971656e+24	0.000000e+00	1.234664e+20	0.000000e+00	2.215747e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.954918e+02
4.000000e-01	1.129777e+00	1.835282e+25	4.921444e+24	0.000000e+00	1.222195e+20	0.000000e+00	2.193369e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.950832e+02
5.000000e-01	1.118367e+00	1.816746e+25	4.871740e+24	0.000000e+00	1.209851e+20	0.000000e+00	2.171217e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.946690e+02
6.000000e-01	1.107080e+00	1.798412e+25	4.822574e+24	0.000000e+00	1.197641e+20	0.000000e+00	2.149305e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.942495e+02
7.000000e-01	1.095908e+00	1.780262e+25	4.773904e+24	0.000000e+00	1.185554e+20	0.000000e+00	2.127614e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.938250e+02
8.000000e-01	1.084852e+00	1.762302e+25	4.725744e+24	0.000000e+00	1.173594e+20	0.000000e+00	2.106151e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.933955e+02
9.000000e-01	1.073908e+00	1.744524e+25	4.678070e+24	0.000000e+00	1.161755e+20	0.000000e+00	2.084903e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.929612e+02
1.000000e+00	1.063078e+00	1.726931e+25	4.630894e+24	0.000000e+00	1.150039e+20	0.000000e+00	2.063878e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.925224e+02
1.100000e+00	1.052353e+00	1.709510e+25	4.584176e+24	0.000000e+00	1.138437e+20	0.000000e+00	2.043057e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.920792e+02
1.200000e+00	1.041741e+00	1.692270e+25	4.537947e+24	0.000000e+00	1.126957e+20	0.000000e+00	2.022454e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.916319e+02
1.300000e+00	1.031232e+00	1.675198e+25	4.492168e+24	0.000000e+00	1.115588e+20	0.000000e+00	2.002051e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.911805e+02
1.400000e+00	1.020824e+00	1.658292e+25	4.446833e+24	0.000000e+00	1.104329e+20	0.000000e+00	1.981846e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.907254e+02
1.500000e+00	1.010522e+00	1.641557e+25	4.401955e+24	0.000000e+00	1.093184e+20	0.000000e+00	1.961845e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.902666e+02
1.600000e+00	1.000316e+00	1.624977e+25	4.357497e+24	0.000000e+00	1.082144e+20	0.000000e+00	1.942032e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.898044e+02
1.700000e+00	9.902136e-01	1.608566e+25	4.313489e+24	0.000000e+00	1.071214e+20	0.000000e+00	1.922418e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.893389e+02
1.800000e+00	9.802017e-01	1.592302e+25	4.269875e+24	0.000000e+00	1.060384e+20	0.000000e+00	1.902981e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.888703e+02
1.900000e+00	9.702910e-01	1.576202e+25	4.226703e+24	0.000000e+00	1.049662e+20	0.000000e+00	1.883740e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.883988e+02
2.000000e+00	9.604732e-01	1.560254e+25	4.183935e+24	0.000000e+00	1.039041e+20	0.000000e+00	1.864679e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.879246e+02
2.100000e+00	9.507473e-01	1.544454e+25	4.141569e+24	0.000000e+00	1.028520e+20	0.000000e+00	1.845798e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.874477e+02
2.200000e+00	9.411094e-01	1.528798e+25	4.099585e+24	0.000000e+00	1.018093e+20	0.000000e+00	1.827086e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.869684e+02
2.300000e+00	9.315619e-01	1.513288e+25	4.057995e+24	0.000000e+00	1.007765e+20	0.000000e+00	1.808550e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.864869e+02
2.400000e+00	9.221043e-01	1.497925e+25	4.016796e+24	0.000000e+00	9.975337e+19	0.000000e+00	1.790189e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.860033e+02
2.500000e+00	9.127287e-01	1.482695e+25	3.975955e+24	0.000000e+00	9.873912e+19	0.000000e+00	1.771988e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.855178e+02
2.600000e+00	9.034451e-01	1.467614e+25	3.935515e+24	0.000000e+00	9.773481e+19	0.000000e+00	1.753964e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.850306e+02
2.700000e+00	8.942423e-01	1.452664e+25	3.895426e+24	0.000000e+00	9.673925e+19	0.000000e+00	1.736097e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.845417e+02
2.800000e+00	8.851197e-01	1.437845e+25	3.855687e+24	0.000000e+00	9.575236e+19	0.000000e+00	1.718387e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.840514e+02
2.900000e+00	8.760834e-01	1.423166e+25	3.816324e+24	0.000000e+00	9.477482e+19	0.000000e+00	1.700844e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.835598e+02
3.000000e+00	8.671262e-01	1.408615e+25	3.777305e+24	0.000000e+00	9.380583e+19	0.000000e+00	1.683454e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.830671e+02
3.100000e+00	8.582507e-01	1.394197e+25	3.738642e+24	0.000000e+00	9.284567e+19	0.000000e+00	1.666223e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.825735e+02
3.200000e+00	8.494499e-01	1.379900e+25	3.700305e+24	0.000000e+00	9.189360e+19	0.000000e+00	1.649137e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.820789e+02
3.300000e+00	8.407297e-01	1.365735e+25	3.662319e+24	0.000000e+00	9.095025e+19	0.000000e+00	1.632207e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.815838e+02
3.400000e+00	8.320831e-01	1.351689e+25	3.624653e+24	0.000000e+00	9.001486e+19	0.000000e+00	1.615421e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.810880e+02
3.500000e+00	8.235160e-01	1.337772e+25	3.587334e+24	0.000000e+00	8.908808e+19	0.000000e+00	1.598788e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.805919e+02
3.600000e+00	8.150186e-01	1.323968e+25	3.550318e+24	0.000000e+00	8.816882e+19	0.000000e+00	1.582291e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.800956e+02
3.700000e+00	8.065965e-01	1.310287e+25	3.513630e+24	0.000000e+00	8.725772e+19	0.000000e+00	1.565941e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.795991e+02
3.800000e+00	7.982492e-01	1.296727e+25	3.477269e+24	0.000000e+00	8.635470e+19	0.000000e+00	1.549735e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.791027e+02
3.900000e+00	7.899673e-01	1.283273e+25	3.441191e+24	0.000000e+00	8.545876e+19	0.000000e+00	1.533656e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.786064e+02
4.000000e+00	7.817591e-01	1.269939e+25	3.405436e+24	0.000000e+00	8.457082e+19	0.000000e+00	1.517721e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.781104e+02
4.100000e+00	7.736247e-01	1.256725e+25	3.370001e+24	0.000000e+00	8.369082e+19	0.000000e+00	1.501929e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.776149e+02
4.200000e+00	7.655544e-01	1.243615e+25	3.334846e+24	0.000000e+00	8.281778e+19	0.000000e+00	1.486261e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.771199e+02
4.300000e+00	7.575567e-01	1.230623e+25	3.300008e+24	0.000000e+00	8.195259e+19	0.000000e+00	1.470734e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.766256e+02
4.400000e+00	7.496226e-01	1.217735e+25	3.265445e+24	0.000000e+00	8.109427e+19	0.000000e+00	1.455330e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.761322e+02
4.500000e+00	7.417574e-01	1.204958e+25	3.231184e+24	0.000000e+00	8.024341e+19	0.000000e+00	1.440061e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.756396e+02
4.600000e+00	7.339551e-01	1.192283e+25	3.197196e+24	0.000000e+00	7.939937e+19	0.000000e+00	1.424913e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.751482e+02
4.700000e+00	7.262238e-01	1.179724e+25	3.163518e+24	0.000000e+00	7.856299e+19	0.000000e+00	1.409904e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.746579e+02
4.800000e+00	7.185549e-01	1.167266e+25	3.130110e+24	0.000000e+00	7.773335e+19	0.000000e+00	1.395015e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.741689e+02
4.900000e+00	7.109505e-01	1.154913e+25	3.096985e+24	0.000000e+00	7.691072e+19	0.000000e+00	1.380252e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.736814e+02
5.000000e+00	7.034052e-01	1.142656e+25	3.064117e+24	0.000000e+00	7.609446e+19	0.000000e+00	1.365603e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.731954e+02
5.100000e+00	6.959293e-01	1.130512e+25	3.031551e+24	0.000000e+00	7.528572e+19	0.000000e+00	1.351089e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.727110e+02
5.200000e+00	6.885145e-01	1.118467e+25	2.999252e+24	0.000000e+00	7.448360e+19	0.000000e+00	1.336694e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.722278e+02
5.300000e+00	6.811631e-01	1.106525e+25	2.967228e+24	0.000000e+00	7.368832e+19	0.000000e+00	1.322422e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.717453e+02
5.400000e+00	6.738774e-01	1.094689e+25	2.935490e+24	0.000000e+00	7.290015e+19	0.000000e+00	1.308277e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.712629e+02
5.500000e+00	6.666595e-01	1.082964e+25	2.904048e+24	0.000000e+00	7.211931e+19	0.000000e+00	1.294264e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.707802e+02
5.600000e+00	6.595087e-01	1.071348e+25	2.872899e+24	0.000000e+00	7.134574e+19	0.000000e+00	1.280382e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.702965e+02
5.700000e+00	6.524248e-01	1.059840e+25	2.842040e+24	0.000000e+00	7.057940e+19	0.000000e+00	1.266629e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.698113e+02
5.800000e+00	6.454118e-01	1.048448e+25	2.811491e+24	0.000000e+00	6.982075e+19	0.000000e+00	1.253014e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.693242e+02
5.900000e+00	6.384647e-01	1.037163e+25	2.781229e+24	0.000000e+00	6.906920e+19	0.000000e+00	1.239527e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.688346e+02
6.000000e+00	6.315876e-01	1.025991e+25	2.751270e+24	0.000000e+00	6.832523e+19	0.000000e+00	1.226175e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.683421e+02
6.100000e+00	6.247797e-01	1.014932e+25	2.721614e+24	0.000000e+00	6.758874e+19	0.000000e+00	1.212958e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.678461e+02
6.200000e+00	6.180450e-01	1.003992e+25	2.692278e+24	0.000000e+00	6.686020e+19	0.000000e+00	1.199884e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.673462e+02
6.300000e+00	6.113784e-01	9.931621e+24	2.663238e+24	0.000000e+00	6.613901e+19	0.000000e+00	1.186941e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.668420e+02
6.400000e+00	6.047838e-01	9.824493e+24	2.634510e+24	0.000000e+00	6.542559e+19	0.000000e+00	1.174138e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.663329e+02
6.500000e+00	5.982580e-01	9.718483e+24	2.606083e+24	0.000000e+00	6.471963e+19	0.000000e+00	1.161469e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.658185e+02
6.600000e+00	5.918071e-01	9.613691e+24	2.577982e+24	0.000000e+00	6.402177e+19	0.000000e+00	1.148945e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.652983e+02
6.700000e+00	5.854213e-01	9.509955e+24	2.550165e+24	0.000000e+00	6.333095e+19	0.000000e+00	1.136547e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.647720e+02
6.800000e+00	5.791110e-01	9.407447e+24	2.522676e+24	0.000000e+00	6.264830e+19	0.000000e+00	1.124296e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.642390e+02
6.900000e+00	5.728709e-01	9.306079e+24	2.495494e+24	0.000000e+00	6.197325e+19	0.000000e+00	1.112182e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.636991e+02
7.000000e+00	5.667024e-01	9.205874e+24	2.468623e+24	0.000000e+00	6.130594e+19	0.000000e+00	1.100206e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.631517e+02
7.100000e+00	5.606025e-01	9.106783e+24	2.442051e+24	0.000000e+00	6.064605e+19	0.000000e+00	1.088363e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.625965e+02
7.200000e+00	5.545723e-01	9.008827e+24	2.415783e+24	0.000000e+00	5.999372e+19	0.000000e+00	1.076657e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.620330e+02
7.300000e+00	5.486135e-01	8.912026e+24	2.389826e+24	0.000000e+00	5.934908e+19	0.000000e+00	1.065088e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.614609e+02
7.400000e+00	5.427248e-01	8.816367e+24	2.364174e+24	0.000000e+00	5.871204e+19	0.000000e+00	1.053655e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.608799e+02
7.500000e+00	5.369054e-01	8.721833e+24	2.338824e+24	0.000000e+00	5.808250e+19	0.000000e+00	1.042358e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.602895e+02
7.600000e+00	5.311566e-01	8.628446e+24	2.313782e+24	0.000000e+00	5.746060e+19	0.000000e+00	1.031197e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.596894e+02
7.700000e+00	5.254753e-01	8.536156e+24	2.289033e+24	0.000000e+00	5.684600e+19	0.000000e+00	1.020167e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.590793e+02
7.800000e+00	5.198647e-01	8.445014e+24	2.264593e+24	0.000000e+00	5.623904e+19	0.000000e+00	1.009275e+23	0.000000e+00	0.000000e+00	0.000000e+00	2.584588e+02
7.900000e+00	5.143200e-01	8.354941e+24	2.240439e+24	0.000000e+00	5.563921e+19	0.000000e+00	9.985098e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.578276e+02
8.000000e+00	5.088421e-01	8.265955e+24	2.216577e+24	0.000000e+00	5.504661e+19	0.000000e+00	9.878749e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.571855e+02
8.100000e+00	5.034341e-01	8.178103e+24	2.193019e+24	0.000000e+00	5.446157e+19	0.000000e+00	9.773758e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.565321e+02
8.200000e+00	4.980930e-01	8.091340e+24	2.169753e+24	0.000000e+00	5.388378e+19	0.000000e+00	9.670065e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.558671e+02
8.300000e+00	4.928124e-01	8.005558e+24	2.146750e+24	0.000000e+00	5.331252e+19	0.000000e+00	9.567547e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.551903e+02
8.400000e+00	4.876027e-01	7.920928e+24	2.124055e+24	0.000000e+00	5.274893e+19	0.000000e+00	9.466403e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.545014e+02
8.500000e+00	4.824554e-01	7.837312e+24	2.101633e+24	0.000000e+00	5.219209e+19	0.000000e+00	9.366473e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.538001e+02
8.600000e+00	4.773715e-01	7.754726e+24	2.079487e+24	0.000000e+00	5.164211e+19	0.000000e+00	9.267774e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.530862e+02
8.700000e+00	4.723520e-01	7.673186e+24	2.057622e+24	0.000000e+00	5.109910e+19	0.000000e+00	9.170324e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.523596e+02
8.800000e+00	4.673942e-01	7.592649e+24	2.036025e+24	0.000000e+00	5.056277e+19	0.000000e+00	9.074072e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.516199e+02
8.900000e+00	4.625008e-01	7.513157e+24	2.014709e+24	0.000000e+00	5.003340e+19	0.000000e+00	8.979072e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.508671e+02
9.000000e+00	4.576673e-01	7.434639e+24	1.993653e+24	0.000000e+00	4.951052e+19	0.000000e+00	8.885234e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.501008e+02
9.100000e+00	4.528948e-01	7.357110e+24	1.972864e+24	0.000000e+00	4.899422e+19	0.000000e+00	8.792578e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.493210e+02
9.200000e+00	4.481805e-01	7.280529e+24	1.952328e+24	0.000000e+00	4.848423e+19	0.000000e+00	8.701054e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.485275e+02
9.300000e+00	4.435272e-01	7.204937e+24	1.932057e+24	0.000000e+00	4.798083e+19	0.000000e+00	8.610714e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.477201e+02
9.400000e+00	4.389322e-01	7.130294e+24	1.912041e+24	0.000000e+00	4.748374e+19	0.000000e+00	8.521507e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.468987e+02
9.500000e+00	4.343931e-01	7.056558e+24	1.892268e+24	0.000000e+00	4.699270e+19	0.000000e+00	8.433384e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.460633e+02
9.600000e+00	4.299108e-01	6.983744e+24	1.872743e+24	0.000000e+00	4.650781e+19	0.000000e+00	8.346364e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.452136e+02
9.700000e+00	4.254844e-01	6.911841e+24	1.853461e+24	0.000000e+00	4.602897e+19	0.000000e+00	8.260430e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.443497e+02
9.800000e+00	4.211133e-01	6.840833e+24	1.834420e+24	0.000000e+00	4.555610e+19	0.000000e+00	8.175568e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.434715e+02
9.900000e+00	4.167983e-01	6.770737e+24	1.815623e+24	0.000000e+00	4.508930e+19	0.000000e+00	8.091795e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.425788e+02
1.000000e+01	4.125337e-01	6.701460e+24	1.797046e+24	0.000000e+00	4.462795e+19	0.000000e+00	8.009002e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.416716e+02
1.010000e+01	4.083222e-01	6.633044e+24	1.778700e+24	0.000000e+00	4.417234e+19	0.000000e+00	7.927238e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.407501e+02
1.020000e+01	4.041613e-01	6.565453e+24	1.760575e+24	0.000000e+00	4.372222e+19	0.000000e+00	7.846458e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.398150e+02
1.030000e+01	4.000458e-01	6.498599e+24	1.742647e+24	0.000000e+00	4.327702e+19	0.000000e+00	7.766560e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.388678e+02
1.040000e+01	3.959754e-01	6.432475e+24	1.724916e+24	0.000000e+00	4.283667e+19	0.000000e+00	7.687535e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.379100e+02
1.050000e+01	3.919432e-01	6.366976e+24	1.707352e+24	0.000000e+00	4.240048e+19	0.000000e+00	7.609255e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.369430e+02
1.060000e+01	3.879508e-01	6.302119e+24	1.689960e+24	0.000000e+00	4.196857e+19	0.000000e+00	7.531744e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.359682e+02
1.070000e+01	3.839931e-01	6.237828e+24	1.672720e+24	0.000000e+00	4.154042e+19	0.000000e+00	7.454909e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.349870e+02
1.080000e+01	3.800685e-01	6.174075e+24	1.655624e+24	0.000000e+00	4.111586e+19	0.000000e+00	7.378717e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.340007e+02
1.090000e+01	3.761726e-01	6.110787e+24	1.638653e+24	0.000000e+00	4.069440e+19	0.000000e+00	7.303080e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.330107e+02
1.100000e+01	3.723038e-01	6.047940e+24	1.621800e+24	0.000000e+00	4.027588e+19	0.000000e+00	7.227972e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.320181e+02
1.110000e+01	3.684621e-01	5.985534e+24	1.605065e+24	0.000000e+00	3.986029e+19	0.000000e+00	7.153389e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.310241e+02
1.120000e+01	3.646435e-01	5.923501e+24	1.588431e+24	0.000000e+00	3.944718e+19	0.000000e+00	7.079252e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.300299e+02
1.130000e+01	3.608479e-01	5.861842e+24	1.571896e+24	0.000000e+00	3.903657e+19	0.000000e+00	7.005564e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.290368e+02
1.140000e+01	3.570727e-01	5.800515e+24	1.555451e+24	0.000000e+00	3.862817e+19	0.000000e+00	6.932271e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.280456e+02
1.150000e+01	3.533154e-01	5.739480e+24	1.539084e+24	0.000000e+00	3.822171e+19	0.000000e+00	6.859327e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.270576e+02
1.160000e+01	3.495736e-01	5.678697e+24	1.522785e+24	0.000000e+00	3.781693e+19	0.000000e+00	6.786685e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.260738e+02
1.170000e+01	3.458505e-01	5.618215e+24	1.506566e+24	0.000000e+00	3.741415e+19	0.000000e+00	6.714401e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.250951e+02
1.180000e+01	3.421408e-01	5.557953e+24	1.490406e+24	0.000000e+00	3.701284e+19	0.000000e+00	6.642381e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.241223e+02
1.190000e+01	3.384451e-01	5.497917e+24	1.474307e+24	0.000000e+00	3.661304e+19	0.000000e+00	6.570633e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.231567e+02
1.200000e+01	3.347612e-01	5.438074e+24	1.458260e+24	0.000000e+00	3.621452e+19	0.000000e+00	6.499113e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.221989e+02
1.210000e+01	3.310897e-01	5.378431e+24	1.442266e+24	0.000000e+00	3.581733e+19	0.000000e+00	6.427833e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.212499e+02
1.220000e+01	3.274284e-01	5.318955e+24	1.426317e+24	0.000000e+00	3.542125e+19	0.000000e+00	6.356752e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.203104e+02
1.230000e+01	3.237780e-01	5.259655e+24	1.410415e+24	0.000000e+00	3.502634e+19	0.000000e+00	6.285882e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.193813e+02
1.240000e+01	3.201365e-01	5.200500e+24	1.394553e+24	0.000000e+00	3.463241e+19	0.000000e+00	6.215185e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.184633e+02
1.250000e+01	3.165033e-01	5.141482e+24	1.378726e+24	0.000000e+00	3.423937e+19	0.000000e+00	6.144651e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.175571e+02
1.260000e+01	3.128792e-01	5.082609e+24	1.362939e+24	0.000000e+00	3.384732e+19	0.000000e+00	6.074292e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.166636e+02
1.270000e+01	3.092636e-01	5.023874e+24	1.347189e+24	0.000000e+00	3.345618e+19	0.000000e+00	6.004097e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.157832e+02
1.280000e+01	3.056547e-01	4.965250e+24	1.331468e+24	0.000000e+00	3.306577e+19	0.000000e+00	5.934034e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.149168e+02
1.290000e+01	3.020534e-01	4.906747e+24	1.315781e+24	0.000000e+00	3.267618e+19	0.000000e+00	5.864117e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.140650e+02
1.300000e+01	2.984615e-01	4.848398e+24	1.300134e+24	0.000000e+00	3.228760e+19	0.000000e+00	5.794384e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.132283e+02
1.310000e+01	2.948741e-01	4.790122e+24	1.284506e+24	0.000000e+00	3.189952e+19	0.000000e+00	5.724736e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.124073e+02
1.320000e+01	2.912964e-01	4.732004e+24	1.268922e+24	0.000000e+00	3.151248e+19	0.000000e+00	5.655279e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.116028e+02
1.330000e+01	2.877248e-01	4.673985e+24	1.253364e+24	0.000000e+00	3.112611e+19	0.000000e+00	5.585940e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.108152e+02
1.340000e+01	2.841602e-01	4.616079e+24	1.237836e+24	0.000000e+00	3.074049e+19	0.000000e+00	5.516736e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.100450e+02
1.350000e+01	2.806044e-01	4.558316e+24	1.222346e+24	0.000000e+00	3.035582e+19	0.000000e+00	5.447703e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.092928e+02
1.360000e+01	2.770550e-01	4.500658e+24	1.206885e+24	0.000000e+00	2.997185e+19	0.000000e+00	5.378795e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.085591e+02
1.370000e+01	2.735141e-01	4.443136e+24	1.191460e+24	0.000000e+00	2.958879e+19	0.000000e+00	5.310050e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.078444e+02
1.380000e+01	2.699813e-01	4.385747e+24	1.176071e+24	0.000000e+00	2.920661e+19	0.000000e+00	5.241463e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.071492e+02
1.390000e+01	2.664575e-01	4.328505e+24	1.160721e+24	0.000000e+00	2.882541e+19	0.000000e+00	5.173052e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.064739e+02
1.400000e+01	2.629426e-01	4.271407e+24	1.145409e+24	0.000000e+00	2.844517e+19	0.000000e+00	5.104814e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.058192e+02
1.410000e+01	2.594365e-01	4.214451e+24	1.130136e+24	0.000000e+00	2.806587e+19	0.000000e+00	5.036745e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.051853e+02
1.420000e+01	2.559400e-01	4.157652e+24	1.114905e+24	0.000000e+00	2.768762e+19	0.000000e+00	4.968863e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.045729e+02
1.430000e+01	2.524540e-01	4.101023e+24	1.099720e+24	0.000000e+00	2.731051e+19	0.000000e+00	4.901186e+22	0.000000e+00	0.000000e+00	0.000000e+00	2.039822e+02
