altitude[km]	mass_density[kg/m3]	N2[m-3]	O2[m-3]	O[m-3]	He[m-3]	H[m-3]	Ar[m-3]	N[m-3]	anomalous_oxygen[m-3]	NO[m-3]	Temperature[k]
3.750000e+01	5.779738e-03	9.388974e+22	2.517723e+22	0.000000e+00	6.252528e+17	0.000000e+00	1.122088e+21	0.000000e+00	0.000000e+00	0.000000e+00	2.445225e+02
3.760000e+01	5.694953e-03	9.251243e+22	2.480789e+22	0.000000e+00	6.160807e+17	0.000000e+00	1.105628e+21	0.000000e+00	0.000000e+00	0.000000e+00	2.447702e+02
3.770000e+01	5.611496e-03	9.115671e+22	2.444435e+22	0.000000e+00	6.070524e+17	0.000000e+00	1.089426e+21	0.000000e+00	0.000000e+00	0.000000e+00	2.450186e+02
3.780000e+01	5.529326e-03	8.982189e+22	2.408640e+22	0.000000e+00	5.981633e+17	0.000000e+00	1.073473e+21	0.000000e+00	0.000000e+00	0.000000e+00	2.452673e+02
3.790000e+01	5.448421e-03	8.850762e+22	2.373397e+22	0.000000e+00	5.894110e+17	0.000000e+00	1.057766e+21	0.000000e+00	0.000000e+00	0.000000e+00	2.455166e+02
3.800000e+01	5.368803e-03	8.721425e+22	2.338715e+22	0.000000e+00	5.807978e+17	0.000000e+00	1.042309e+21	0.000000e+00	0.000000e+00	0.000000e+00	2.457664e+02
3.810000e+01	5.290409e-03	8.594077e+22	2.304565e+22	0.000000e+00	5.723171e+17	0.000000e+00	1.027089e+21	0.000000e+00	0.000000e+00	0.000000e+00	2.460168e+02
3.820000e+01	5.213239e-03	8.468716e+22	2.270949e+22	0.000000e+00	5.639689e+17	0.000000e+00	1.012107e+21	0.000000e+00	0.000000e+00	0.000000e+00	2.462676e+02
3.830000e+01	5.137234e-03	8.345249e+22	2.237840e+22	0.000000e+00	5.557466e+17	0.000000e+00	9.973516e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.465190e+02
3.840000e+01	5.062414e-03	8.223707e+22	2.205248e+22	0.000000e+00	5.476526e+17	0.000000e+00	9.828259e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.467708e+02
3.850000e+01	4.988760e-03	8.104059e+22	2.173163e+22	0.000000e+00	5.396847e+17	0.000000e+00	9.685265e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.470233e+02
3.860000e+01	4.916233e-03	7.986242e+22	2.141570e+22	0.000000e+00	5.318388e+17	0.000000e+00	9.544462e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.472763e+02
3.870000e+01	4.844835e-03	7.870259e+22	2.110468e+22	0.000000e+00	5.241150e+17	0.000000e+00	9.405849e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.475299e+02
3.880000e+01	4.774529e-03	7.756050e+22	2.079842e+22	0.000000e+00	5.165093e+17	0.000000e+00	9.269355e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.477840e+02
3.890000e+01	4.705297e-03	7.643584e+22	2.049684e+22	0.000000e+00	5.090197e+17	0.000000e+00	9.134947e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.480387e+02
3.900000e+01	4.637140e-03	7.532865e+22	2.019993e+22	0.000000e+00	5.016464e+17	0.000000e+00	9.002625e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.482939e+02
3.910000e+01	4.570022e-03	7.423834e+22	1.990756e+22	0.000000e+00	4.943856e+17	0.000000e+00	8.872321e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.485497e+02
3.920000e+01	4.503944e-03	7.316493e+22	1.961972e+22	0.000000e+00	4.872373e+17	0.000000e+00	8.744036e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.488061e+02
3.930000e+01	4.438890e-03	7.210814e+22	1.933633e+22	0.000000e+00	4.801996e+17	0.000000e+00	8.617738e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.490631e+02
3.940000e+01	4.374808e-03	7.106716e+22	1.905718e+22	0.000000e+00	4.732673e+17	0.000000e+00	8.493329e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.493207e+02
3.950000e+01	4.311701e-03	7.004201e+22	1.878228e+22	0.000000e+00	4.664404e+17	0.000000e+00	8.370811e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.495789e+02
3.960000e+01	4.249601e-03	6.903322e+22	1.851177e+22	0.000000e+00	4.597224e+17	0.000000e+00	8.250250e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.498377e+02
3.970000e+01	4.188412e-03	6.803923e+22	1.824522e+22	0.000000e+00	4.531030e+17	0.000000e+00	8.131456e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.500972e+02
3.980000e+01	4.128167e-03	6.706057e+22	1.798279e+22	0.000000e+00	4.465856e+17	0.000000e+00	8.014495e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.503572e+02
3.990000e+01	4.068850e-03	6.609699e+22	1.772440e+22	0.000000e+00	4.401688e+17	0.000000e+00	7.899337e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.506179e+02
4.000000e+01	4.010431e-03	6.514800e+22	1.746992e+22	0.000000e+00	4.338491e+17	0.000000e+00	7.785922e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.508792e+02
4.010000e+01	3.952913e-03	6.421363e+22	1.721936e+22	0.000000e+00	4.276266e+17	0.000000e+00	7.674253e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.511412e+02
4.020000e+01	3.896263e-03	6.329337e+22	1.697259e+22	0.000000e+00	4.214982e+17	0.000000e+00	7.564273e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.514038e+02
4.030000e+01	3.840454e-03	6.238678e+22	1.672948e+22	0.000000e+00	4.154609e+17	0.000000e+00	7.455925e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.516670e+02
4.040000e+01	3.785532e-03	6.149459e+22	1.649023e+22	0.000000e+00	4.095193e+17	0.000000e+00	7.349298e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.519310e+02
4.050000e+01	3.731409e-03	6.061538e+22	1.625446e+22	0.000000e+00	4.036643e+17	0.000000e+00	7.244222e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.521955e+02
4.060000e+01	3.678130e-03	5.974988e+22	1.602237e+22	0.000000e+00	3.979006e+17	0.000000e+00	7.140786e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.524606e+02
4.070000e+01	3.625667e-03	5.889764e+22	1.579384e+22	0.000000e+00	3.922252e+17	0.000000e+00	7.038934e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.527260e+02
4.080000e+01	3.573980e-03	5.805800e+22	1.556868e+22	0.000000e+00	3.866336e+17	0.000000e+00	6.938588e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.529917e+02
4.090000e+01	3.523097e-03	5.723142e+22	1.534703e+22	0.000000e+00	3.811291e+17	0.000000e+00	6.839802e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.532575e+02
4.100000e+01	3.472991e-03	5.641748e+22	1.512876e+22	0.000000e+00	3.757086e+17	0.000000e+00	6.742525e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.535233e+02
4.110000e+01	3.423650e-03	5.561595e+22	1.491383e+22	0.000000e+00	3.703709e+17	0.000000e+00	6.646734e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.537889e+02
4.120000e+01	3.375075e-03	5.482686e+22	1.470223e+22	0.000000e+00	3.651160e+17	0.000000e+00	6.552429e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.540544e+02
4.130000e+01	3.327239e-03	5.404978e+22	1.449385e+22	0.000000e+00	3.599411e+17	0.000000e+00	6.459560e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.543194e+02
4.140000e+01	3.280131e-03	5.328454e+22	1.428864e+22	0.000000e+00	3.548450e+17	0.000000e+00	6.368105e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.545840e+02
4.150000e+01	3.233765e-03	5.253133e+22	1.408667e+22	0.000000e+00	3.498291e+17	0.000000e+00	6.278088e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.548478e+02
4.160000e+01	3.188090e-03	5.178936e+22	1.388770e+22	0.000000e+00	3.448880e+17	0.000000e+00	6.189414e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.551109e+02
4.170000e+01	3.143132e-03	5.105904e+22	1.369186e+22	0.000000e+00	3.400245e+17	0.000000e+00	6.102132e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.553732e+02
4.180000e+01	3.098868e-03	5.033998e+22	1.349904e+22	0.000000e+00	3.352359e+17	0.000000e+00	6.016196e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.556343e+02
4.190000e+01	3.055285e-03	4.963199e+22	1.330919e+22	0.000000e+00	3.305211e+17	0.000000e+00	5.931583e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.558943e+02
4.200000e+01	3.012372e-03	4.893489e+22	1.312225e+22	0.000000e+00	3.258789e+17	0.000000e+00	5.848273e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.561530e+02
4.210000e+01	2.970119e-03	4.824851e+22	1.293819e+22	0.000000e+00	3.213079e+17	0.000000e+00	5.766242e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.564102e+02
4.220000e+01	2.928526e-03	4.757284e+22	1.275701e+22	0.000000e+00	3.168083e+17	0.000000e+00	5.685492e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.566658e+02
4.230000e+01	2.887570e-03	4.690753e+22	1.257860e+22	0.000000e+00	3.123777e+17	0.000000e+00	5.605979e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.569198e+02
4.240000e+01	2.847252e-03	4.625258e+22	1.240297e+22	0.000000e+00	3.080161e+17	0.000000e+00	5.527705e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.571718e+02
4.250000e+01	2.807561e-03	4.560781e+22	1.223007e+22	0.000000e+00	3.037224e+17	0.000000e+00	5.450649e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.574219e+02
4.260000e+01	2.768477e-03	4.497290e+22	1.205981e+22	0.000000e+00	2.994942e+17	0.000000e+00	5.374769e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.576697e+02
4.270000e+01	2.730009e-03	4.434800e+22	1.189225e+22	0.000000e+00	2.953328e+17	0.000000e+00	5.300088e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.579153e+02
4.280000e+01	2.692137e-03	4.373279e+22	1.172727e+22	0.000000e+00	2.912358e+17	0.000000e+00	5.226563e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.581585e+02
4.290000e+01	2.654842e-03	4.312694e+22	1.156481e+22	0.000000e+00	2.872012e+17	0.000000e+00	5.154157e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.583991e+02
4.300000e+01	2.618143e-03	4.253078e+22	1.140494e+22	0.000000e+00	2.832311e+17	0.000000e+00	5.082909e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.586370e+02
4.310000e+01	2.582001e-03	4.194366e+22	1.124750e+22	0.000000e+00	2.793212e+17	0.000000e+00	5.012741e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.588720e+02
4.320000e+01	2.546416e-03	4.136559e+22	1.109249e+22	0.000000e+00	2.754716e+17	0.000000e+00	4.943656e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.591039e+02
4.330000e+01	2.511398e-03	4.079674e+22	1.093995e+22	0.000000e+00	2.716833e+17	0.000000e+00	4.875671e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.593328e+02
4.340000e+01	2.476918e-03	4.023663e+22	1.078975e+22	0.000000e+00	2.679533e+17	0.000000e+00	4.808732e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.595583e+02
4.350000e+01	2.442977e-03	3.968527e+22	1.064190e+22	0.000000e+00	2.642815e+17	0.000000e+00	4.742837e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.597803e+02
4.360000e+01	2.409555e-03	3.914235e+22	1.049631e+22	0.000000e+00	2.606660e+17	0.000000e+00	4.677953e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.599988e+02
4.370000e+01	2.376664e-03	3.860804e+22	1.035303e+22	0.000000e+00	2.571079e+17	0.000000e+00	4.614098e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.602135e+02
4.380000e+01	2.344276e-03	3.808191e+22	1.021194e+22	0.000000e+00	2.536041e+17	0.000000e+00	4.551218e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.604242e+02
4.390000e+01	2.312399e-03	3.756408e+22	1.007309e+22	0.000000e+00	2.501556e+17	0.000000e+00	4.489332e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.606309e+02
4.400000e+01	2.281008e-03	3.705415e+22	9.936343e+21	0.000000e+00	2.467598e+17	0.000000e+00	4.428389e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.608334e+02
4.410000e+01	2.250112e-03	3.655225e+22	9.801756e+21	0.000000e+00	2.434174e+17	0.000000e+00	4.368406e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.610316e+02
4.420000e+01	2.219694e-03	3.605811e+22	9.669249e+21	0.000000e+00	2.401267e+17	0.000000e+00	4.309352e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.612252e+02
4.430000e+01	2.189744e-03	3.557161e+22	9.538788e+21	0.000000e+00	2.368869e+17	0.000000e+00	4.251209e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.614141e+02
4.440000e+01	2.160274e-03	3.509287e+22	9.410412e+21	0.000000e+00	2.336988e+17	0.000000e+00	4.193994e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.615982e+02
4.450000e+01	2.131249e-03	3.462137e+22	9.283975e+21	0.000000e+00	2.305588e+17	0.000000e+00	4.137644e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.617774e+02
4.460000e+01	2.102686e-03	3.415737e+22	9.159552e+21	0.000000e+00	2.274689e+17	0.000000e+00	4.082192e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.619514e+02
4.470000e+01	2.074553e-03	3.370037e+22	9.037002e+21	0.000000e+00	2.244255e+17	0.000000e+00	4.027574e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.621201e+02
4.480000e+01	2.046867e-03	3.325062e+22	8.916399e+21	0.000000e+00	2.214304e+17	0.000000e+00	3.973824e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.622834e+02
4.490000e+01	2.019613e-03	3.280787e+22	8.797673e+21	0.000000e+00	2.184820e+17	0.000000e+00	3.920911e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.624412e+02
4.500000e+01	1.992781e-03	3.237201e+22	8.680794e+21	0.000000e+00	2.155794e+17	0.000000e+00	3.868821e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.625931e+02
4.510000e+01	1.966359e-03	3.194279e+22	8.565696e+21	0.000000e+00	2.127210e+17	0.000000e+00	3.817524e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.627392e+02
4.520000e+01	1.940347e-03	3.152023e+22	8.452382e+21	0.000000e+00	2.099070e+17	0.000000e+00	3.767023e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.628792e+02
4.530000e+01	1.914744e-03	3.110432e+22	8.340853e+21	0.000000e+00	2.071373e+17	0.000000e+00	3.717317e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.630130e+02
4.540000e+01	1.889537e-03	3.069483e+22	8.231047e+21	0.000000e+00	2.044103e+17	0.000000e+00	3.668380e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.631405e+02
4.550000e+01	1.864718e-03	3.029167e+22	8.122934e+21	0.000000e+00	2.017255e+17	0.000000e+00	3.620196e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.632615e+02
4.560000e+01	1.840282e-03	2.989471e+22	8.016487e+21	0.000000e+00	1.990819e+17	0.000000e+00	3.572755e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.633759e+02
4.570000e+01	1.816221e-03	2.950385e+22	7.911675e+21	0.000000e+00	1.964790e+17	0.000000e+00	3.526043e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.634838e+02
4.580000e+01	1.792529e-03	2.911899e+22	7.808472e+21	0.000000e+00	1.939161e+17	0.000000e+00	3.480048e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.635853e+02
4.590000e+01	1.769201e-03	2.874003e+22	7.706851e+21	0.000000e+00	1.913924e+17	0.000000e+00	3.434758e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.636803e+02
4.600000e+01	1.746223e-03	2.836676e+22	7.606755e+21	0.000000e+00	1.889066e+17	0.000000e+00	3.390148e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.637690e+02
4.610000e+01	1.723602e-03	2.799929e+22	7.508217e+21	0.000000e+00	1.864595e+17	0.000000e+00	3.346232e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.638513e+02
4.620000e+01	1.701314e-03	2.763722e+22	7.411126e+21	0.000000e+00	1.840484e+17	0.000000e+00	3.302960e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.639273e+02
4.630000e+01	1.679365e-03	2.728067e+22	7.315513e+21	0.000000e+00	1.816739e+17	0.000000e+00	3.260348e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.639970e+02
4.640000e+01	1.657743e-03	2.692943e+22	7.221326e+21	0.000000e+00	1.793349e+17	0.000000e+00	3.218371e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.640606e+02
4.650000e+01	1.636443e-03	2.658343e+22	7.128542e+21	0.000000e+00	1.770307e+17	0.000000e+00	3.177020e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.641180e+02
4.660000e+01	1.615454e-03	2.624247e+22	7.037112e+21	0.000000e+00	1.747601e+17	0.000000e+00	3.136271e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.641694e+02
4.670000e+01	1.594783e-03	2.590667e+22	6.947066e+21	0.000000e+00	1.725239e+17	0.000000e+00	3.096140e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.642146e+02
4.680000e+01	1.574413e-03	2.557576e+22	6.858329e+21	0.000000e+00	1.703202e+17	0.000000e+00	3.056592e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.642539e+02
4.690000e+01	1.554338e-03	2.524965e+22	6.770881e+21	0.000000e+00	1.681485e+17	0.000000e+00	3.017619e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.642873e+02
4.700000e+01	1.534554e-03	2.492827e+22	6.684701e+21	0.000000e+00	1.660083e+17	0.000000e+00	2.979210e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.643148e+02
4.710000e+01	1.515063e-03	2.461164e+22	6.599794e+21	0.000000e+00	1.638997e+17	0.000000e+00	2.941369e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.643364e+02
4.720000e+01	1.495853e-03	2.429959e+22	6.516115e+21	0.000000e+00	1.618216e+17	0.000000e+00	2.904075e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.643522e+02
4.730000e+01	1.476921e-03	2.399204e+22	6.433643e+21	0.000000e+00	1.597735e+17	0.000000e+00	2.867320e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.643623e+02
4.740000e+01	1.458262e-03	2.368893e+22	6.352361e+21	0.000000e+00	1.577549e+17	0.000000e+00	2.831094e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.643668e+02
4.750000e+01	1.439865e-03	2.339009e+22	6.272226e+21	0.000000e+00	1.557648e+17	0.000000e+00	2.795380e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.643656e+02
4.760000e+01	1.421740e-03	2.309564e+22	6.193267e+21	0.000000e+00	1.538040e+17	0.000000e+00	2.760190e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.643589e+02
4.770000e+01	1.403863e-03	2.280524e+22	6.115395e+21	0.000000e+00	1.518701e+17	0.000000e+00	2.725484e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.643466e+02
4.780000e+01	1.386238e-03	2.251893e+22	6.038617e+21	0.000000e+00	1.499634e+17	0.000000e+00	2.691266e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.643289e+02
4.790000e+01	1.368870e-03	2.223680e+22	5.962963e+21	0.000000e+00	1.480846e+17	0.000000e+00	2.657549e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.643059e+02
4.800000e+01	1.351741e-03	2.195855e+22	5.888346e+21	0.000000e+00	1.462316e+17	0.000000e+00	2.624294e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.642776e+02
4.810000e+01	1.334852e-03	2.168418e+22	5.814774e+21	0.000000e+00	1.444045e+17	0.000000e+00	2.591505e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.642439e+02
4.820000e+01	1.318194e-03	2.141358e+22	5.742209e+21	0.000000e+00	1.426024e+17	0.000000e+00	2.559164e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.642051e+02
4.830000e+01	1.301773e-03	2.114683e+22	5.670679e+21	0.000000e+00	1.408260e+17	0.000000e+00	2.527285e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.641612e+02
4.840000e+01	1.285577e-03	2.088373e+22	5.600125e+21	0.000000e+00	1.390739e+17	0.000000e+00	2.495841e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.641122e+02
4.850000e+01	1.269601e-03	2.062421e+22	5.530534e+21	0.000000e+00	1.373456e+17	0.000000e+00	2.464826e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.640581e+02
4.860000e+01	1.253853e-03	2.036838e+22	5.461933e+21	0.000000e+00	1.356420e+17	0.000000e+00	2.434252e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.639991e+02
4.870000e+01	1.238310e-03	2.011589e+22	5.394224e+21	0.000000e+00	1.339605e+17	0.000000e+00	2.404076e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.639353e+02
4.880000e+01	1.222982e-03	1.986690e+22	5.327455e+21	0.000000e+00	1.323024e+17	0.000000e+00	2.374319e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.638666e+02
4.890000e+01	1.207863e-03	1.962129e+22	5.261594e+21	0.000000e+00	1.306667e+17	0.000000e+00	2.344966e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.637932e+02
4.900000e+01	1.192948e-03	1.937901e+22	5.196625e+21	0.000000e+00	1.290533e+17	0.000000e+00	2.316011e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.637151e+02
4.910000e+01	1.178232e-03	1.913995e+22	5.132518e+21	0.000000e+00	1.274613e+17	0.000000e+00	2.287440e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.636324e+02
4.920000e+01	1.163719e-03	1.890419e+22	5.069299e+21	0.000000e+00	1.258913e+17	0.000000e+00	2.259265e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.635451e+02
4.930000e+01	1.149394e-03	1.867148e+22	5.006896e+21	0.000000e+00	1.243416e+17	0.000000e+00	2.231453e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.634533e+02
4.940000e+01	1.135262e-03	1.844192e+22	4.945337e+21	0.000000e+00	1.228128e+17	0.000000e+00	2.204018e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.633571e+02
4.950000e+01	1.121317e-03	1.821539e+22	4.884591e+21	0.000000e+00	1.213042e+17	0.000000e+00	2.176945e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.632566e+02
4.960000e+01	1.107556e-03	1.799184e+22	4.824646e+21	0.000000e+00	1.198156e+17	0.000000e+00	2.150229e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.631517e+02
4.970000e+01	1.093976e-03	1.777125e+22	4.765491e+21	0.000000e+00	1.183465e+17	0.000000e+00	2.123865e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.630427e+02
4.980000e+01	1.080580e-03	1.755362e+22	4.707134e+21	0.000000e+00	1.168973e+17	0.000000e+00	2.097856e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.629294e+02
4.990000e+01	1.067351e-03	1.733873e+22	4.649508e+21	0.000000e+00	1.154662e+17	0.000000e+00	2.072174e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.628121e+02
5.000000e+01	1.054301e-03	1.712673e+22	4.592659e+21	0.000000e+00	1.140544e+17	0.000000e+00	2.046837e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.626908e+02
5.010000e+01	1.041417e-03	1.691745e+22	4.536539e+21	0.000000e+00	1.126607e+17	0.000000e+00	2.021826e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.625655e+02
5.020000e+01	1.028700e-03	1.671085e+22	4.481138e+21	0.000000e+00	1.112849e+17	0.000000e+00	1.997136e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.624364e+02
5.030000e+01	1.016149e-03	1.650697e+22	4.426466e+21	0.000000e+00	1.099271e+17	0.000000e+00	1.972769e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.623034e+02
5.040000e+01	1.003763e-03	1.630576e+22	4.372510e+21	0.000000e+00	1.085872e+17	0.000000e+00	1.948723e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.621667e+02
5.050000e+01	9.915313e-04	1.610706e+22	4.319228e+21	0.000000e+00	1.072640e+17	0.000000e+00	1.924976e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.620263e+02
5.060000e+01	9.794526e-04	1.591085e+22	4.266612e+21	7.490051e+13	1.059573e+17	0.000000e+00	1.901527e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.618822e+02
5.070000e+01	9.675358e-04	1.571727e+22	4.214702e+21	7.442529e+13	1.046682e+17	0.000000e+00	1.878391e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.617346e+02
5.080000e+01	9.557642e-04	1.552604e+22	4.163422e+21	7.394152e+13	1.033947e+17	0.000000e+00	1.855537e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.615836e+02
5.090000e+01	9.441428e-04	1.533726e+22	4.112799e+21	7.344955e+13	1.021375e+17	0.000000e+00	1.832975e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.614290e+02
5.100000e+01	9.326735e-04	1.515094e+22	4.062837e+21	7.295042e+13	1.008967e+17	0.000000e+00	1.810708e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.612710e+02
5.110000e+01	9.213433e-04	1.496689e+22	4.013482e+21	7.244514e+13	9.967106e+16	0.000000e+00	1.788712e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.611096e+02
5.120000e+01	9.101579e-04	1.478518e+22	3.964757e+21	7.193349e+13	9.846101e+16	0.000000e+00	1.766997e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.609449e+02
5.130000e+01	8.991151e-04	1.460580e+22	3.916653e+21	7.141687e+13	9.726640e+16	0.000000e+00	1.745558e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.607770e+02
5.140000e+01	8.882064e-04	1.442859e+22	3.869133e+21	7.089598e+13	9.608629e+16	0.000000e+00	1.724379e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.606057e+02
5.150000e+01	8.774366e-04	1.425364e+22	3.822219e+21	7.037097e+13	9.492121e+16	0.000000e+00	1.703471e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.604313e+02
5.160000e+01	8.668008e-04	1.408086e+22	3.775887e+21	6.984305e+13	9.377062e+16	0.000000e+00	1.682822e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.602538e+02
5.170000e+01	8.562938e-04	1.391018e+22	3.730118e+21	6.931261e+13	9.263397e+16	0.000000e+00	1.662424e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.600731e+02
5.180000e+01	8.459238e-04	1.374173e+22	3.684945e+21	6.877990e+13	9.151216e+16	0.000000e+00	1.642291e+20	0.000000e+00	0.000000e+00	0.000000e+00	2.598894e+02
