id	ei[keV]	xi[cm]	yi[cm]	zi[cm]	xdi[cm]	ydi[cm]	zdi[cm]
784	4.556088000e+03	-8.792600000e-01	3.884700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
785	5.440141000e+03	6.408000000e-02	4.411000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
786	9.955918000e+03	5.527700000e-01	1.421100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
787	8.141545000e+03	-6.641400000e-01	6.365600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
788	2.611187000e+03	-8.539400000e-01	-1.654000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
789	9.925011000e+03	-7.787700000e-01	-2.351000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
790	1.244560000e+03	4.560000000e-03	3.905000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
791	7.113633000e+03	7.251000000e-01	3.169000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
792	1.897090000e+03	-2.248500000e-01	-3.955400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
793	3.367386000e+03	3.557500000e-01	-6.429100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
794	8.680250000e+02	2.167000000e-02	7.136100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
795	5.192486000e+03	-3.469000000e-02	-6.484500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
796	6.718760000e+02	-4.218600000e-01	6.835000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
797	6.831117000e+03	6.119300000e-01	4.568600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
798	4.766740000e+02	6.436000000e-02	-3.950000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
799	4.951736000e+03	-5.509700000e-01	-2.157000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
800	7.875403000e+03	2.805900000e-01	1.213000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
801	1.793441000e+03	-6.303700000e-01	6.558600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
802	7.741151000e+03	-6.106400000e-01	-6.420400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
803	3.981683000e+03	-6.464800000e-01	-4.539800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
804	7.658410000e+02	-2.976800000e-01	1.026000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
805	2.978137000e+03	8.474700000e-01	1.545600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
806	6.917549000e+03	2.726600000e-01	-9.581900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
807	1.611888000e+03	6.883000000e-01	-4.144800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
808	5.842651000e+03	9.732800000e-01	-2.543000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
809	4.309220000e+03	-1.106300000e-01	-9.532000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
810	4.495502000e+03	-9.673400000e-01	6.138000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
811	7.408764000e+03	6.386700000e-01	5.584500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
812	9.250704000e+03	8.450100000e-01	2.960000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
813	3.150108000e+03	9.972000000e-01	-5.703000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
814	4.532190000e+03	-5.505100000e-01	-2.594200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
815	9.797787000e+03	-4.630700000e-01	-2.793200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
816	9.116389000e+03	7.609200000e-01	-1.027500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
817	9.136821000e+03	6.529600000e-01	6.110700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
818	9.798317000e+03	8.226500000e-01	-6.606000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
819	3.384632000e+03	-6.869400000e-01	-3.811400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
820	9.057815000e+03	-8.656600000e-01	2.118900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
821	4.297307000e+03	-4.628700000e-01	-9.303000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
822	8.202553000e+03	2.098900000e-01	4.035800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
823	1.886210000e+03	3.138400000e-01	-9.588000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
824	9.153943000e+03	7.712800000e-01	7.639000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
825	6.254521000e+03	5.078400000e-01	3.766300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
826	5.425709000e+03	-5.434300000e-01	-5.994800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
827	2.849668000e+03	3.354800000e-01	1.383800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
828	2.212555000e+03	6.245300000e-01	-4.770300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
829	8.755897000e+03	-8.435900000e-01	4.145600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
830	2.848330000e+02	-5.957100000e-01	6.979000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
831	8.718491000e+03	-1.808100000e-01	-1.580700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
832	5.240608000e+03	2.037000000e-01	3.292000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
833	8.200893000e+03	-3.392300000e-01	-7.875400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
834	2.251263000e+03	4.110500000e-01	-5.662000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
835	4.172176000e+03	-1.291600000e-01	1.910000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
836	1.208665000e+03	8.344400000e-01	4.713500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
837	5.015740000e+03	-7.272500000e-01	2.815100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
838	5.891699000e+03	-4.537100000e-01	8.727900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
839	5.519978000e+03	5.610700000e-01	-7.972000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
840	4.360397000e+03	-1.509700000e-01	-5.962700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
841	7.977419000e+03	-3.636800000e-01	4.916600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
842	5.761694000e+03	-8.281600000e-01	-4.708500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
843	9.519991000e+03	-3.459300000e-01	-4.165900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
844	5.830861000e+03	-6.187000000e-01	3.675800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
845	3.806549000e+03	-7.156100000e-01	-5.486100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
846	2.935079000e+03	5.671800000e-01	4.561600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
847	5.862261000e+03	1.207100000e-01	-6.207900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
848	8.677811000e+03	3.336900000e-01	-2.345500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
849	5.435178000e+03	-4.809400000e-01	4.835800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
850	7.702492000e+03	-1.363800000e-01	6.642100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
851	4.959199000e+03	5.941600000e-01	-2.389700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
852	9.331635000e+03	9.399300000e-01	6.981000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
853	2.152578000e+03	-3.933400000e-01	2.550300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
854	5.384460000e+03	4.821300000e-01	-4.325500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
855	2.761776000e+03	5.470000000e-01	7.867300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
856	1.122083000e+03	6.393000000e-02	4.689600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
857	9.889879000e+03	-4.097000000e-01	-7.776800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
858	8.793568000e+03	-6.918000000e-01	1.937400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
859	4.448349000e+03	8.099100000e-01	1.957700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
860	8.740421000e+03	6.240000000e-01	-2.077700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
861	2.766951000e+03	1.508000000e-02	-8.242300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
862	1.630964000e+03	5.998000000e-01	4.053600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
863	4.637487000e+03	3.487800000e-01	-7.051700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
864	6.292460000e+02	-6.047300000e-01	-1.568700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
865	9.949461000e+03	-1.345600000e-01	1.154000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
866	1.306493000e+03	1.238200000e-01	-4.813800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
867	6.376598000e+03	-3.652400000e-01	-7.540000000e-03	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
868	4.469177000e+03	-9.677100000e-01	2.447700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
869	5.589553000e+03	-4.923300000e-01	2.527100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
870	6.917301000e+03	7.347100000e-01	-3.982400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
871	4.729952000e+03	4.471800000e-01	3.996500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
872	6.291081000e+03	7.320800000e-01	-1.550800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
873	2.497614000e+03	-4.635900000e-01	7.141100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
874	8.479636000e+03	-4.187200000e-01	-6.145300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
875	1.963452000e+03	-4.249200000e-01	-1.304200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
876	9.084150000e+02	4.622600000e-01	2.945200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
877	2.447909000e+03	1.587800000e-01	5.656200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
878	8.085742000e+03	-4.959600000e-01	6.910000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
879	5.333858000e+03	-6.356000000e-02	8.507500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
880	8.431894000e+03	5.780100000e-01	6.913200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
881	4.968969000e+03	-8.597000000e-01	4.250000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
882	2.051935000e+03	-2.853500000e-01	7.472400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
883	1.560165000e+03	-1.696300000e-01	-6.437000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
884	6.332934000e+03	-8.121400000e-01	-3.139600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
885	5.854152000e+03	2.479800000e-01	-7.016100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
886	7.248027000e+03	-8.787500000e-01	-4.891000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
887	5.019086000e+03	-4.913000000e-01	-8.705500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
888	5.974062000e+03	-8.877600000e-01	4.314000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
889	1.281690000e+02	-4.985900000e-01	-3.640300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
890	8.852601000e+03	-5.769700000e-01	3.800500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
891	4.104534000e+03	4.478800000e-01	8.635700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
892	4.638263000e+03	1.721700000e-01	-5.947700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
893	6.498591000e+03	2.789200000e-01	-7.486900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
894	8.984057000e+03	7.793400000e-01	-2.546500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
895	4.518204000e+03	-5.525200000e-01	-6.817000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
896	5.791676000e+03	7.864000000e-01	3.406100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
897	7.499645000e+03	2.698100000e-01	-3.421000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
898	9.597592000e+03	-7.831800000e-01	-3.158500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
899	9.696250000e+03	3.240100000e-01	7.682100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
900	3.408267000e+03	2.980100000e-01	-2.580600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
901	7.171431000e+03	3.032500000e-01	5.843300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
902	2.982532000e+03	-2.841900000e-01	-7.729000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
903	4.553141000e+03	-3.943000000e-02	-7.955800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
904	8.319820000e+02	-4.446700000e-01	3.941700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
905	2.933233000e+03	4.861500000e-01	-2.237700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
906	7.987307000e+03	-7.742200000e-01	5.497300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
907	9.991097000e+03	-1.479400000e-01	3.900200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
908	1.615300000e+02	-4.127800000e-01	-3.264100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
909	1.009867000e+03	-4.142400000e-01	9.094100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
910	4.424252000e+03	1.486300000e-01	7.906400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
911	6.084643000e+03	-1.988900000e-01	-8.274700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
912	5.363371000e+03	2.581800000e-01	4.340000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
913	6.458457000e+03	-4.753800000e-01	7.359900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
914	8.621623000e+03	-5.807500000e-01	-2.977500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
915	8.773803000e+03	-3.997600000e-01	4.941000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
916	3.749364000e+03	-7.084500000e-01	-6.910800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
917	7.879801000e+03	3.238700000e-01	3.709100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
918	7.705047000e+03	2.931200000e-01	4.182000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
919	1.691151000e+03	-8.189800000e-01	4.053000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
920	3.921600000e+03	6.729500000e-01	-2.608700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
921	2.465204000e+03	-6.560300000e-01	-4.008900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
922	9.842200000e+01	-3.967400000e-01	-7.003000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
923	2.858398000e+03	-9.429700000e-01	5.962000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
924	3.458930000e+03	3.651800000e-01	-2.041500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
925	4.073467000e+03	-8.736000000e-02	5.260600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
926	4.971152000e+03	-5.330000000e-02	4.030000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
927	2.402145000e+03	-2.157200000e-01	5.665700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
928	1.134290000e+02	6.727900000e-01	-1.199000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
929	3.048501000e+03	-7.197000000e-02	5.539500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
930	2.296504000e+03	1.622700000e-01	-7.613400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
931	4.393151000e+03	4.548300000e-01	-3.557700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
932	6.316088000e+03	8.733300000e-01	-5.984000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
933	7.634262000e+03	-1.419000000e-02	3.769100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
934	2.498229000e+03	-4.044000000e-01	7.909200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
935	9.218894000e+03	-8.016600000e-01	4.685000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
936	1.670198000e+03	-1.947100000e-01	1.672900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
937	4.537930000e+02	-5.186000000e-01	6.385500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
938	8.954306000e+03	-2.018300000e-01	7.700800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
939	1.012343000e+03	8.772000000e-02	2.454000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
940	9.669864000e+03	-5.079400000e-01	8.568800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
941	4.366497000e+03	6.160300000e-01	6.468800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
942	8.388985000e+03	3.378300000e-01	-5.897200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
943	3.679500000e+02	-3.256100000e-01	-7.384500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
944	2.857362000e+03	3.665800000e-01	7.329900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
945	7.531220000e+03	-5.082000000e-02	-8.957300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
946	1.701361000e+03	-3.400400000e-01	8.027600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
947	8.307710000e+03	4.724300000e-01	-6.262600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
948	1.824685000e+03	-1.930500000e-01	-8.341000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
949	9.407495000e+03	3.129300000e-01	-7.481300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
950	2.805362000e+03	-1.593300000e-01	7.426000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
951	2.432595000e+03	2.025300000e-01	-8.712000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
952	3.343331000e+03	7.218800000e-01	-5.434400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
953	1.928681000e+03	-2.956800000e-01	7.028100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
954	6.355457000e+03	-4.401500000e-01	-4.491000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
955	5.313556000e+03	3.836700000e-01	7.997300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
956	9.055523000e+03	1.980000000e-01	5.878900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
957	6.291352000e+03	-8.575300000e-01	-1.827400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
958	8.366078000e+03	-2.276200000e-01	1.897600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
959	9.764177000e+03	5.586400000e-01	1.879000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
960	1.016766000e+03	4.063800000e-01	8.256700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
961	4.940325000e+03	6.818500000e-01	5.194600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
962	9.683823000e+03	8.054000000e-02	5.927700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
963	5.374151000e+03	-4.863500000e-01	-8.478400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
964	1.576881000e+03	6.381500000e-01	-2.530700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
965	8.257235000e+03	6.457800000e-01	1.941000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
966	5.272376000e+03	-8.989700000e-01	-1.032800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
967	5.019247000e+03	6.726000000e-01	-2.573400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
968	5.158429000e+03	-3.248200000e-01	5.804300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
969	8.841655000e+03	1.555000000e-02	6.176700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
970	2.770391000e+03	4.062400000e-01	-8.734300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
971	6.528179000e+03	2.345700000e-01	3.210700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
972	1.871888000e+03	-7.673700000e-01	-2.976300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
973	1.834886000e+03	6.855000000e-01	4.580000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
974	4.715934000e+03	2.577500000e-01	-3.187000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
975	6.395910000e+03	6.664000000e-02	-9.754600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
976	7.298826000e+03	-4.755000000e-02	-6.023100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
977	3.969961000e+03	-1.774500000e-01	-9.208400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
978	1.574917000e+03	9.011000000e-02	-8.645000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
979	2.471128000e+03	-4.856100000e-01	-4.622100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
980	7.971401000e+03	5.913000000e-01	1.564800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
981	2.066505000e+03	5.654000000e-02	-3.516500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
982	1.566071000e+03	-3.427100000e-01	1.306400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
983	3.937862000e+03	-3.893800000e-01	2.388000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
984	5.660094000e+03	-4.768100000e-01	-7.070900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
985	8.159050000e+03	8.320000000e-03	-9.599400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
986	5.012984000e+03	-7.370100000e-01	-2.099900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
987	8.145573000e+03	6.529000000e-02	-7.669300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
988	8.788308000e+03	-1.555000000e-01	-4.389700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
989	8.462553000e+03	2.173900000e-01	3.085000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
990	9.235241000e+03	-6.582000000e-01	2.485300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
991	8.209596000e+03	1.493800000e-01	1.055000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
