id	ei[keV]	xi[cm]	yi[cm]	zi[cm]	xdi[cm]	ydi[cm]	zdi[cm]
5534	8.114390000e+02	-2.685000000e-02	5.862300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5535	9.718852000e+03	-1.348900000e-01	8.885000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5536	1.651466000e+03	6.109400000e-01	3.262200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5537	8.674087000e+03	-7.922000000e-02	-7.629000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5538	8.790975000e+03	-4.576900000e-01	-2.603800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5539	1.752449000e+03	-2.028200000e-01	6.209000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5540	1.976327000e+03	-7.641100000e-01	-5.589400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5541	6.946884000e+03	-4.532600000e-01	6.856700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5542	5.889319000e+03	4.975000000e-02	-7.019400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5543	7.282191000e+03	-7.883100000e-01	-5.530500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5544	5.220476000e+03	5.397000000e-01	7.500000000e-04	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5545	7.423463000e+03	7.247000000e-01	-1.603400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5546	7.930941000e+03	4.893600000e-01	2.132900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5547	1.460723000e+03	-7.627100000e-01	4.711800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5548	7.718278000e+03	4.629200000e-01	-2.313000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5549	9.831754000e+03	3.708800000e-01	-5.202000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5550	9.143075000e+03	-9.400900000e-01	-2.552300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5551	7.487000000e+01	-2.769000000e-02	5.045700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5552	3.788741000e+03	-3.921700000e-01	-4.901300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5553	4.582392000e+03	2.961600000e-01	-6.495900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5554	1.884387000e+03	3.975700000e-01	4.620800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5555	4.226533000e+03	-1.086700000e-01	-2.370100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5556	7.321379000e+03	1.478000000e-02	-6.397200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5557	3.646378000e+03	-9.202600000e-01	-1.146100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5558	7.638811000e+03	1.779000000e-02	-4.186000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5559	3.426638000e+03	-6.247700000e-01	-2.527400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5560	6.123825000e+03	-5.103100000e-01	8.175400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5561	8.154760000e+02	8.510700000e-01	-1.550100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5562	7.493903000e+03	6.704000000e-02	8.269700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5563	2.059762000e+03	1.472300000e-01	2.124700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5564	4.407785000e+03	-8.437900000e-01	-4.705400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5565	6.583204000e+03	5.100200000e-01	1.080900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5566	3.306962000e+03	-4.537000000e-02	1.514800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5567	2.814290000e+03	7.596000000e-01	-4.807200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5568	4.557431000e+03	2.892900000e-01	6.833400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5569	3.186777000e+03	-1.536500000e-01	-5.621600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5570	2.220435000e+03	-6.086000000e-01	-2.440600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5571	9.936315000e+03	8.503000000e-02	-7.799400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5572	3.507506000e+03	-2.489900000e-01	2.817100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5573	6.060657000e+03	-2.700000000e-03	-1.030600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5574	2.798030000e+02	1.808200000e-01	5.509900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5575	7.251763000e+03	3.051300000e-01	1.859100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5576	1.036070000e+03	3.331500000e-01	-5.171800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5577	7.797299000e+03	8.170200000e-01	-1.655000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5578	5.418019000e+03	-2.804000000e-02	1.612900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5579	1.674400000e+01	1.774300000e-01	5.268000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5580	4.874406000e+03	2.351000000e-02	2.514000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5581	9.810441000e+03	-3.321300000e-01	3.641600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5582	1.715634000e+03	1.013000000e-02	-2.096500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5583	3.081971000e+03	5.154300000e-01	-5.263300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5584	1.269514000e+03	4.176000000e-02	7.369600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5585	2.291886000e+03	-6.508900000e-01	3.934700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5586	8.596040000e+02	-1.167200000e-01	-8.842600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5587	2.744676000e+03	-4.597000000e-01	5.333400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5588	7.233487000e+03	5.819500000e-01	2.688400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5589	1.917710000e+03	-6.966000000e-02	-4.198400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5590	6.997940000e+02	-9.335000000e-01	4.053000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5591	6.973919000e+03	-2.687600000e-01	8.449000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5592	8.923259000e+03	-4.528400000e-01	-2.284200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5593	5.549548000e+03	4.991000000e-01	-3.396900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5594	3.265089000e+03	3.527600000e-01	9.109000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5595	9.082936000e+03	1.296000000e-01	5.500500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5596	5.193620000e+03	1.933900000e-01	7.067000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5597	2.044660000e+02	-9.993300000e-01	-1.071000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5598	1.357059000e+03	4.371400000e-01	-7.740800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5599	8.793660000e+03	8.671000000e-02	8.128200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5600	6.215195000e+03	-8.496800000e-01	-4.356100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5601	5.747172000e+03	5.652500000e-01	-2.544600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5602	6.817400000e+02	7.454900000e-01	-6.570700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5603	3.194453000e+03	5.085100000e-01	4.753400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5604	9.020043000e+03	1.896500000e-01	4.147400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5605	8.794551000e+03	1.082100000e-01	8.317500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5606	9.923209000e+03	5.883600000e-01	2.739900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5607	4.504806000e+03	7.405300000e-01	3.513800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5608	5.403568000e+03	7.533800000e-01	-2.812300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5609	2.089740000e+03	9.868900000e-01	-7.315000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5610	2.715478000e+03	8.154000000e-01	6.980000000e-03	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5611	9.886080000e+03	-8.406200000e-01	3.762400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5612	1.768528000e+03	2.191500000e-01	-8.175200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5613	7.910016000e+03	-2.811000000e-01	4.577400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5614	6.480840000e+03	-1.636900000e-01	-8.516000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5615	1.961098000e+03	-4.054700000e-01	-1.050900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5616	2.954925000e+03	8.265600000e-01	3.685200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5617	1.859209000e+03	4.554400000e-01	-5.534000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5618	9.645238000e+03	-5.141500000e-01	1.354200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5619	1.998132000e+03	8.185600000e-01	-2.673700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5620	2.430347000e+03	-2.304900000e-01	4.979500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5621	5.147700000e+02	4.679900000e-01	8.280000000e-03	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5622	6.799378000e+03	-7.310900000e-01	-3.002000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5623	9.653079000e+03	-1.884200000e-01	8.847700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5624	1.054645000e+03	-6.515000000e-01	-6.164000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5625	2.641113000e+03	1.680000000e-01	2.307800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5626	9.014146000e+03	-3.536000000e-01	-6.565800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5627	7.605630000e+03	8.988600000e-01	1.602500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5628	9.758472000e+03	3.728000000e-02	7.607800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5629	4.093546000e+03	-3.900700000e-01	-9.149900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5630	5.465414000e+03	-1.927000000e-02	-9.602900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5631	3.532582000e+03	1.893600000e-01	-9.689600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5632	8.203247000e+03	9.890000000e-03	-4.653600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5633	5.690658000e+03	1.782900000e-01	-9.225500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5634	2.025990000e+03	-9.533500000e-01	-2.983400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5635	4.189800000e+01	-2.906400000e-01	-3.938500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5636	9.322237000e+03	-2.896100000e-01	1.502700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5637	7.981832000e+03	2.596700000e-01	8.785500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5638	1.196181000e+03	-8.610500000e-01	-1.514800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5639	9.123030000e+02	-1.635100000e-01	-8.025000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5640	2.003461000e+03	-7.496300000e-01	4.044900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5641	2.045352000e+03	8.355200000e-01	-1.267300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5642	1.919520000e+02	-3.864000000e-01	-6.540400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5643	2.663100000e+03	7.981700000e-01	5.625600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5644	4.952026000e+03	3.485100000e-01	1.724100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5645	1.894848000e+03	1.275800000e-01	-3.613500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5646	4.571474000e+03	-3.237800000e-01	-7.771500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5647	5.722626000e+03	-4.953900000e-01	6.723300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5648	3.827427000e+03	3.497200000e-01	2.547300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5649	8.833604000e+03	-9.321600000e-01	7.914000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5650	1.951991000e+03	-5.474600000e-01	6.763700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5651	9.739624000e+03	4.058400000e-01	4.217400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5652	4.816045000e+03	8.620500000e-01	-2.162100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5653	6.962223000e+03	-4.933900000e-01	-6.536900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5654	5.732262000e+03	-7.711500000e-01	5.334100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5655	4.172849000e+03	-7.366600000e-01	-6.815000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5656	9.205303000e+03	-6.536800000e-01	-2.949400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5657	5.700819000e+03	-5.040400000e-01	-2.586600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5658	7.514469000e+03	-6.104600000e-01	-1.326300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5659	6.859633000e+03	-9.138300000e-01	1.036700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5660	4.957360000e+03	-2.830500000e-01	4.607900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5661	4.708493000e+03	-1.070800000e-01	-2.718800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5662	1.715982000e+03	-4.147300000e-01	-1.658500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5663	5.508186000e+03	3.064200000e-01	5.649300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5664	4.913279000e+03	-5.657000000e-02	-4.979700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5665	9.847491000e+03	5.033800000e-01	-3.366900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5666	3.322564000e+03	9.464500000e-01	5.577000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5667	6.530637000e+03	5.425300000e-01	3.070900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5668	1.180377000e+03	6.972800000e-01	-4.202000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5669	7.435548000e+03	-5.490700000e-01	-7.548200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5670	6.127644000e+03	-7.878400000e-01	-6.012500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5671	8.342894000e+03	-3.900900000e-01	8.948600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5672	7.334435000e+03	2.957600000e-01	6.391000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5673	6.540043000e+03	-2.757600000e-01	-7.516400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5674	8.333890000e+03	1.661700000e-01	-2.821500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5675	7.137399000e+03	-6.261300000e-01	2.573000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5676	4.043039000e+03	3.896400000e-01	4.326000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5677	5.836870000e+03	4.823300000e-01	7.398000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5678	1.349236000e+03	-5.169400000e-01	-8.351600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5679	3.237681000e+03	-5.791400000e-01	-4.715200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5680	4.304351000e+03	-4.025700000e-01	5.167900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5681	7.824478000e+03	1.431100000e-01	4.290200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5682	8.629709000e+03	-5.454100000e-01	-6.876400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5683	6.106221000e+03	-7.356000000e-02	-4.803700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5684	8.366210000e+03	-5.028800000e-01	-4.698700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5685	8.142402000e+03	-9.803000000e-01	-5.891000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5686	9.431673000e+03	-3.958100000e-01	7.589000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5687	6.587801000e+03	-3.328400000e-01	5.602200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5688	9.576848000e+03	4.728900000e-01	-2.266900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5689	9.576960000e+03	2.336600000e-01	8.105000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5690	5.677803000e+03	7.469800000e-01	2.196800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5691	6.752561000e+03	1.863600000e-01	6.489300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5692	6.071310000e+03	-2.327600000e-01	-1.474000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5693	1.694810000e+02	-7.190700000e-01	4.135700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5694	3.594828000e+03	-3.748500000e-01	-8.060200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5695	1.243155000e+03	9.889000000e-02	4.176000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5696	5.310635000e+03	-9.330000000e-03	2.669300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5697	9.120560000e+03	4.014700000e-01	-3.791000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5698	6.473717000e+03	-7.447200000e-01	-6.383300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5699	6.616532000e+03	-1.769400000e-01	4.098800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5700	7.907723000e+03	4.250700000e-01	4.065700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5701	6.584953000e+03	6.946100000e-01	2.980300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5702	6.997940000e+02	4.235100000e-01	-8.663400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5703	3.975489000e+03	4.747800000e-01	2.913000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5704	9.345922000e+03	2.210000000e-02	2.649700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5705	1.726739000e+03	-2.453700000e-01	7.014300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5706	3.933395000e+03	-5.228100000e-01	3.293600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5707	2.592255000e+03	5.722000000e-01	4.465100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5708	3.355153000e+03	-9.084100000e-01	-4.090000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5709	9.320314000e+03	8.826900000e-01	1.383000000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5710	6.244897000e+03	-1.410000000e-01	-3.568500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5711	6.014737000e+03	-4.947600000e-01	6.500400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5712	1.351001000e+03	5.535200000e-01	8.048800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5713	7.619468000e+03	-4.676200000e-01	-5.881300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5714	4.151090000e+02	-5.956500000e-01	3.410400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5715	4.487798000e+03	8.440300000e-01	6.250000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5716	8.835754000e+03	5.953100000e-01	2.026800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5717	2.620490000e+03	-7.722400000e-01	-2.156000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5718	9.166353000e+03	-1.979600000e-01	6.152000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5719	3.494417000e+03	-8.783800000e-01	-4.259400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5720	5.409937000e+03	-2.215300000e-01	3.399400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5721	1.546800000e+01	9.752600000e-01	-1.246900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5722	3.194880000e+02	-7.168900000e-01	-1.855600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5723	6.496806000e+03	6.047000000e-02	6.896900000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5724	4.535710000e+02	-5.499000000e-02	3.412200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5725	7.917690000e+02	8.167900000e-01	-8.855000000e-02	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5726	2.913630000e+02	2.426000000e-01	-8.376700000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5727	1.029886000e+03	2.764500000e-01	4.006100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5728	4.495174000e+03	5.496700000e-01	-1.435300000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5729	8.123406000e+03	-7.249500000e-01	-3.713100000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5730	1.775928000e+03	2.666900000e-01	3.522400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5731	3.769563000e+03	2.144700000e-01	-1.042400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5732	3.872221000e+03	-1.154500000e-01	7.684800000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5733	1.764043000e+03	-3.724200000e-01	2.883400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5734	8.468081000e+03	3.771800000e-01	-5.899500000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5735	5.888815000e+03	-2.316600000e-01	-4.652200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5736	9.716579000e+03	-5.679900000e-01	6.726200000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5737	4.485789000e+03	9.365800000e-01	-1.672400000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
5738	3.469847000e+03	4.656000000e-02	-3.829600000e-01	2.000000000e+07	0.000000000e+00	0.000000000e+00	-1.000000000e+00
